Country,Indicator,Scenario,Type,ProgressRate,Scenario_type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,Year_filter
Mozambique,"Water Services, Access, percent of population",Base,Water,-0.01,Base,60.79,60.87,61.28,61.14,60.37,58.79,57.7,58.03,58.69,59.47,60.74,
Mozambique,"Water Services, Access, percent of population",Full water access in 2030,Water,3.56,ALB,64.43,68.18,71.89,75.47,78.98,82.75,86.22,89.37,92.97,96.63,100.0,2030
Mozambique,"Water Services, Access, percent of population",Full water access in 2030,Water,3.55,SM,64.52,68.09,71.86,75.41,78.63,81.56,84.97,88.87,92.67,96.39,100.0,2030
Mozambique,"Water Services, Access, percent of population",Full water access in 2050,Water,1.42,ALB,62.01,63.62,65.09,66.38,67.71,69.34,70.59,71.72,73.18,74.74,76.23,2050
Mozambique,"Water Services, Access, percent of population",Full water access in 2050,Water,1.28,SM,62.24,63.51,65.05,66.34,67.13,67.29,67.99,69.64,71.4,73.07,75.0,2050
Mozambique,"Water Services, Access, percent of population",doubling,Water,0.71,ALB,62.97,64.8,66.78,68.2,68.68,68.42,67.28,67.53,68.12,68.84,70.03,
Mozambique,"Water Services, Access, percent of population",doubling,Water,0.45,SM,62.09,63.08,64.35,65.26,65.44,64.68,63.8,64.14,64.76,65.47,66.57,
Mozambique,"Water Services, Access, percent of population",halving,Water,-0.62,ALB,59.86,58.66,57.78,56.47,54.38,51.38,50.4,50.82,51.52,52.31,53.62,
Mozambique,"Water Services, Access, percent of population",halving,Water,-0.35,SM,60.26,59.72,59.5,58.79,57.23,54.77,53.6,53.97,54.64,55.43,56.74,
Mozambique,"Water Services, Access, percent of population",quadrupling,Water,1.02,ALB,66.54,70.61,73.9,76.04,76.33,75.65,75.04,75.1,75.47,76.0,76.75,
Mozambique,"Water Services, Access, percent of population",quadrupling,Water,0.84,SM,64.1,66.62,68.9,70.42,71.15,70.94,70.12,70.51,71.03,71.55,72.5,
Mozambique,"Water Services, Access, percent of population",six-fold,Water,0.73,ALB,69.44,74.47,76.81,76.84,76.36,75.66,75.04,75.09,75.46,75.98,76.75,
Mozambique,"Water Services, Access, percent of population",six-fold,Water,1.04,SM,65.87,69.19,71.81,73.78,74.85,74.95,74.2,74.54,74.98,75.43,76.3,
Nepal,"Sanitation Services, Access, percent of population",Base,Sanitation,0.4,Base,72.62,72.54,73.53,73.94,74.38,74.92,75.23,75.54,75.86,76.2,76.59,
Nepal,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,2.45,ALB,75.49,78.12,80.61,83.09,85.53,87.99,90.43,92.86,95.28,97.68,100.0,2030
Nepal,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,2.47,SM,75.28,77.56,80.68,83.4,85.93,88.48,90.9,93.26,95.58,97.86,100.0,2030
Nepal,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,0.92,ALB,73.94,74.96,75.87,76.82,77.69,78.62,79.52,80.42,81.33,82.22,83.11,2050
Nepal,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,1.07,SM,73.77,74.31,75.97,77.26,78.32,79.5,80.52,81.51,82.49,83.48,84.49,2050
Nepal,"Sanitation Services, Access, percent of population",doubling,Sanitation,0.87,ALB,72.62,84.05,73.12,84.66,73.89,85.24,74.6,85.68,75.12,86.0,81.29,
Nepal,"Sanitation Services, Access, percent of population",doubling,Sanitation,0.97,SM,74.46,76.2,78.5,80.04,81.51,82.88,83.07,83.32,83.57,83.83,84.12,
Nepal,"Sanitation Services, Access, percent of population",halving,Sanitation,0.07,ALB,71.96,71.26,71.59,71.28,71.02,70.81,71.15,71.52,71.87,72.25,72.68,
Nepal,"Sanitation Services, Access, percent of population",halving,Sanitation,-0.23,SM,71.53,70.26,70.08,69.23,68.25,67.29,67.67,68.03,68.39,68.79,69.25,
Nepal,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,1.04,ALB,75.84,78.31,81.2,83.23,84.58,85.37,85.51,85.68,85.86,86.04,86.24,
Nepal,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,0.72,SM,77.48,81.13,82.83,83.1,83.36,83.68,83.88,84.08,84.27,84.49,84.73,
Nepal,"Sanitation Services, Access, percent of population",six-fold,Sanitation,0.87,ALB,77.56,80.97,83.98,84.83,85.06,85.36,85.52,85.69,85.87,86.05,86.24,
Nepal,"Sanitation Services, Access, percent of population",six-fold,Sanitation,0.48,SM,79.95,82.26,82.82,83.11,83.36,83.69,83.89,84.09,84.28,84.5,84.74,
Nepal,"Water Services, Access, percent of population",Base,Water,0.13,Base,89.54,89.37,89.76,89.96,90.09,90.28,90.4,90.5,90.6,90.72,90.87,
Nepal,"Water Services, Access, percent of population",Full water access in 2030,Water,0.94,ALB,90.65,91.64,92.58,93.54,94.47,95.41,96.34,97.27,98.19,99.11,100.0,2030
Nepal,"Water Services, Access, percent of population",Full water access in 2030,Water,0.96,SM,90.4,91.23,92.42,93.44,94.42,95.4,96.35,97.29,98.22,99.13,100.0,2030
Nepal,"Water Services, Access, percent of population",Full water access in 2050,Water,0.35,ALB,90.04,90.43,90.78,91.13,91.47,91.82,92.17,92.51,92.86,93.2,93.54,2050
Nepal,"Water Services, Access, percent of population",Full water access in 2050,Water,0.38,SM,89.83,90.0,90.56,91.03,91.4,91.81,92.19,92.55,92.91,93.27,93.64,2050
Nepal,"Water Services, Access, percent of population",doubling,Water,0.26,ALB,90.63,91.38,92.09,92.34,92.48,92.67,92.77,92.87,92.96,93.08,93.21,
Nepal,"Water Services, Access, percent of population",doubling,Water,0.29,SM,89.85,90.03,90.74,91.2,91.62,92.08,92.2,92.33,92.45,92.59,92.75,
Nepal,"Water Services, Access, percent of population",halving,Water,-0.24,ALB,88.88,87.98,87.64,86.97,86.16,85.32,85.56,85.77,85.99,86.22,86.49,
Nepal,"Water Services, Access, percent of population",halving,Water,0.01,SM,89.37,89.01,89.19,89.19,89.07,89.01,89.1,89.19,89.26,89.35,89.48,
Nepal,"Water Services, Access, percent of population",quadrupling,Water,0.14,ALB,91.86,91.85,92.19,92.35,92.48,92.67,92.77,92.87,92.97,93.08,93.21,
Nepal,"Water Services, Access, percent of population",quadrupling,Water,0.41,SM,90.4,91.11,92.2,92.94,93.51,94.0,94.08,94.18,94.28,94.39,94.52,
Nepal,"Water Services, Access, percent of population",six-fold,Water,0.13,ALB,91.93,91.84,92.19,92.35,92.48,92.67,92.77,92.87,92.97,93.08,93.21,
Nepal,"Water Services, Access, percent of population",six-fold,Water,0.39,SM,90.92,91.95,93.24,93.89,94.44,94.51,94.56,94.61,94.66,94.72,94.8,
Nigeria,"Sanitation Services, Access, percent of population",Base,Sanitation,0.62,Base,42.01,40.81,41.55,42.37,43.02,43.62,44.36,45.27,46.25,47.26,48.23,
Nigeria,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,5.29,ALB,47.1,52.47,57.83,63.16,68.49,73.78,79.05,84.31,89.56,94.79,100.0,2030
Nigeria,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,5.28,SM,47.19,51.28,56.95,62.68,68.19,73.63,79.07,84.49,89.8,94.97,100.0,2030
Nigeria,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,1.93,ALB,43.73,45.66,47.63,49.58,51.53,53.48,55.41,57.3,59.19,61.09,62.98,2050
Nigeria,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,2.1,SM,43.79,44.29,46.53,48.92,51.09,53.24,55.46,57.82,60.17,62.52,64.79,2050
Nigeria,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.22,ALB,42.01,68.84,41.56,69.6,43.05,60.25,44.39,70.96,46.28,71.82,54.19,
Nigeria,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.67,SM,44.58,46.08,49.21,52.13,54.71,57.08,57.79,58.63,59.52,60.42,61.3,
Nigeria,"Sanitation Services, Access, percent of population",halving,Sanitation,0.31,ALB,41.45,39.81,40.06,40.32,40.39,40.41,41.09,41.91,42.78,43.69,44.58,
Nigeria,"Sanitation Services, Access, percent of population",halving,Sanitation,-0.28,SM,40.58,37.79,36.78,35.84,34.58,33.15,33.84,34.76,35.76,36.79,37.78,
Nigeria,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,1.76,ALB,45.02,46.02,49.01,52.07,54.66,57.06,57.91,59.04,60.23,61.46,62.61,
Nigeria,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,1.97,SM,49.26,54.23,59.68,63.48,65.59,66.54,66.89,67.39,67.91,68.46,68.99,
Nigeria,"Sanitation Services, Access, percent of population",six-fold,Sanitation,2.08,ALB,46.82,48.88,52.89,56.73,59.88,62.7,63.56,64.71,65.79,66.71,67.6,
Nigeria,"Sanitation Services, Access, percent of population",six-fold,Sanitation,1.58,SM,53.21,60.23,64.52,65.96,66.25,66.53,66.89,67.39,67.92,68.47,69.0,
Nigeria,"Water Services, Access, percent of population",Base,Water,0.37,Base,75.94,75.26,75.76,76.26,76.69,77.06,77.5,78.02,78.58,79.13,79.66,
Nigeria,"Water Services, Access, percent of population",Full water access in 2030,Water,2.15,ALB,78.08,80.39,82.69,84.92,87.11,89.26,91.38,93.44,95.51,97.57,99.61,2030
Nigeria,"Water Services, Access, percent of population",Full water access in 2030,Water,2.19,SM,78.12,79.99,82.5,84.99,87.31,89.58,91.79,93.97,96.06,98.07,100.0,2030
Nigeria,"Water Services, Access, percent of population",Full water access in 2050,Water,0.84,ALB,76.67,77.58,78.49,79.31,80.18,81.02,81.86,82.66,83.48,84.29,85.1,2050
Nigeria,"Water Services, Access, percent of population",Full water access in 2050,Water,0.97,SM,76.75,77.13,78.27,79.45,80.5,81.52,82.51,83.49,84.49,85.46,86.4,2050
Nigeria,"Water Services, Access, percent of population",doubling,Water,0.8,ALB,77.7,78.59,80.35,81.85,82.88,83.85,84.17,84.55,84.94,85.35,85.74,
Nigeria,"Water Services, Access, percent of population",doubling,Water,0.68,SM,76.64,76.62,77.79,78.98,79.97,80.89,81.22,81.76,82.32,82.88,83.41,
Nigeria,"Water Services, Access, percent of population",halving,Water,-0.12,ALB,74.94,73.15,72.57,72.0,71.18,70.25,70.74,71.48,72.24,73.01,73.72,
Nigeria,"Water Services, Access, percent of population",halving,Water,0.16,SM,75.57,74.51,74.63,74.82,74.84,74.77,75.11,75.61,76.12,76.66,77.16,
Nigeria,"Water Services, Access, percent of population",quadrupling,Water,0.61,ALB,80.5,82.47,84.15,84.48,84.73,84.96,85.23,85.55,85.9,86.25,86.58,
Nigeria,"Water Services, Access, percent of population",quadrupling,Water,0.93,SM,77.94,78.94,80.92,82.71,84.14,85.17,85.44,85.86,86.32,86.79,87.22,
Nigeria,"Water Services, Access, percent of population",six-fold,Water,0.43,ALB,82.25,83.79,84.15,84.48,84.73,84.96,85.23,85.55,85.9,86.25,86.58,
Nigeria,"Water Services, Access, percent of population",six-fold,Water,0.94,SM,79.11,80.83,83.27,85.0,86.31,87.4,87.52,87.75,88.02,88.29,88.54,
Philippines,"Sanitation Services, Access, percent of population",Base,Sanitation,0.35,Base,79.82,79.5,80.46,80.87,81.36,81.85,82.14,82.4,82.69,83.0,83.35,
Philippines,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,1.74,ALB,82.59,84.33,86.08,87.81,89.56,91.3,93.05,94.76,96.51,98.26,100.0,2030
Philippines,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,1.75,SM,82.45,83.38,85.53,87.57,89.57,91.5,93.3,95.02,96.71,98.36,100.0,2030
Philippines,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,0.61,ALB,81.46,82.08,82.7,83.32,83.9,84.49,85.07,85.63,86.27,86.91,87.56,2050
Philippines,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,0.72,SM,81.32,81.0,82.03,82.99,83.97,84.91,85.74,86.42,87.1,87.82,88.51,2050
Philippines,"Sanitation Services, Access, percent of population",doubling,Sanitation,0.65,ALB,79.82,88.6,80.47,89.6,81.42,89.49,82.26,90.29,82.84,90.62,86.29,
Philippines,"Sanitation Services, Access, percent of population",doubling,Sanitation,0.63,SM,81.61,82.87,85.0,85.94,86.64,86.95,87.15,87.29,87.47,87.68,87.9,
Philippines,"Sanitation Services, Access, percent of population",halving,Sanitation,0.2,ALB,79.45,78.79,79.44,79.5,79.66,79.82,80.09,80.4,80.72,81.08,81.47,
Philippines,"Sanitation Services, Access, percent of population",halving,Sanitation,-0.3,SM,78.81,77.28,76.99,76.06,75.1,74.0,74.36,74.7,75.03,75.41,75.84,
Philippines,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,0.78,ALB,81.79,82.88,84.9,86.32,87.63,88.6,88.83,88.96,89.15,89.37,89.62,
Philippines,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,0.35,SM,84.36,85.4,85.99,86.28,86.64,86.95,87.15,87.29,87.46,87.67,87.9,
Philippines,"Sanitation Services, Access, percent of population",six-fold,Sanitation,0.78,ALB,82.9,84.53,86.85,88.04,88.97,89.77,89.98,90.08,90.24,90.44,90.67,
Philippines,"Sanitation Services, Access, percent of population",six-fold,Sanitation,0.23,SM,85.63,85.4,85.99,86.28,86.63,86.95,87.15,87.29,87.47,87.67,87.91,
Philippines,"Water Services, Access, percent of population",Base,Water,0.15,Base,93.17,92.87,93.38,93.62,93.87,94.08,94.18,94.24,94.37,94.5,94.66,
Philippines,"Water Services, Access, percent of population",Full water access in 2030,Water,0.56,ALB,94.26,94.85,95.43,96.01,96.54,97.07,97.59,98.1,98.68,99.26,99.85,2030
Philippines,"Water Services, Access, percent of population",Full water access in 2030,Water,0.6,SM,94.0,94.4,95.2,95.89,96.57,97.19,97.78,98.34,98.91,99.46,100.0,2030
Philippines,"Water Services, Access, percent of population",Full water access in 2050,Water,0.2,ALB,93.89,94.12,94.32,94.52,94.7,94.87,95.04,95.2,95.42,95.65,95.89,2050
Philippines,"Water Services, Access, percent of population",Full water access in 2050,Water,0.25,SM,93.6,93.59,94.04,94.37,94.72,94.97,95.19,95.35,95.58,95.83,96.08,2050
Philippines,"Water Services, Access, percent of population",doubling,Water,0.25,ALB,93.74,93.95,94.76,95.26,95.72,95.89,95.91,95.95,96.05,96.16,96.27,
Philippines,"Water Services, Access, percent of population",doubling,Water,0.26,SM,93.59,93.64,94.49,94.94,95.39,95.77,95.74,95.81,95.91,96.03,96.16,
Philippines,"Water Services, Access, percent of population",halving,Water,0.03,ALB,92.87,92.16,92.42,92.34,92.33,92.28,92.37,92.53,92.72,92.93,93.15,
Philippines,"Water Services, Access, percent of population",halving,Water,0.0,SM,92.97,92.4,92.68,92.65,92.66,92.55,92.56,92.63,92.74,92.88,93.02,
Philippines,"Water Services, Access, percent of population",quadrupling,Water,0.19,ALB,94.61,94.95,95.47,95.72,95.92,96.05,96.1,96.14,96.23,96.34,96.47,
Philippines,"Water Services, Access, percent of population",quadrupling,Water,0.22,SM,94.26,94.62,95.55,96.0,96.15,96.23,96.24,96.25,96.31,96.39,96.48,
Philippines,"Water Services, Access, percent of population",six-fold,Water,0.13,ALB,95.14,95.09,95.54,95.72,95.92,96.05,96.1,96.14,96.23,96.34,96.47,
Philippines,"Water Services, Access, percent of population",six-fold,Water,0.17,SM,94.73,95.22,95.87,96.0,96.15,96.23,96.24,96.25,96.31,96.39,96.48,
Rwanda,"Sanitation Services, Access, percent of population",Base,Sanitation,0.75,Base,68.13,67.37,68.82,70.33,71.67,72.63,73.45,73.88,74.35,74.93,75.63,
Rwanda,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,2.83,ALB,71.69,74.51,77.29,79.91,83.03,85.85,88.69,91.52,94.36,97.18,100.0,2030
Rwanda,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,2.87,SM,71.28,73.49,77.16,80.78,83.87,86.85,89.72,92.42,95.01,97.56,100.0,2030
Rwanda,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,1.0,ALB,69.86,70.85,71.81,72.67,73.89,74.88,75.92,76.92,77.91,78.91,79.9,2050
Rwanda,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,1.35,SM,69.43,69.69,71.6,73.52,75.3,76.79,78.18,79.32,80.46,81.65,82.9,2050
Rwanda,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.24,ALB,68.13,81.71,68.94,83.35,71.54,84.39,73.25,85.91,74.09,86.36,80.55,
Rwanda,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.2,SM,70.32,71.48,74.51,77.25,79.18,80.05,80.64,80.98,81.34,81.78,82.3,
Rwanda,"Sanitation Services, Access, percent of population",halving,Sanitation,0.45,ALB,67.56,66.15,67.08,68.0,68.55,68.84,69.73,70.2,70.71,71.32,72.06,
Rwanda,"Sanitation Services, Access, percent of population",halving,Sanitation,0.05,SM,66.94,64.78,65.01,65.19,64.7,63.96,64.94,65.42,65.95,66.61,67.45,
Rwanda,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,1.36,ALB,71.33,73.05,76.57,79.74,81.51,83.02,83.57,83.82,84.12,84.5,84.96,
Rwanda,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,1.0,SM,73.77,76.36,77.98,79.56,80.63,81.63,82.21,82.55,82.92,83.35,83.81,
Rwanda,"Sanitation Services, Access, percent of population",six-fold,Sanitation,1.28,ALB,73.1,75.82,79.5,82.15,83.89,84.4,84.83,85.04,85.28,85.57,85.92,
Rwanda,"Sanitation Services, Access, percent of population",six-fold,Sanitation,0.74,SM,76.45,77.13,78.9,80.49,81.42,81.98,82.48,82.74,83.03,83.38,83.83,
Rwanda,"Water Services, Access, percent of population",Base,Water,0.96,Base,60.34,59.57,61.07,62.76,64.52,65.56,66.54,67.31,68.1,69.0,69.98,
Rwanda,"Water Services, Access, percent of population",Full water access in 2030,Water,3.6,ALB,63.98,67.61,70.97,74.28,78.55,82.13,85.75,89.33,92.91,96.47,100.0,2030
Rwanda,"Water Services, Access, percent of population",Full water access in 2030,Water,3.59,SM,64.11,67.01,71.63,76.13,79.96,83.64,87.17,90.55,93.84,97.05,100.0,2030
Rwanda,"Water Services, Access, percent of population",Full water access in 2050,Water,1.33,ALB,61.53,62.96,64.04,65.11,66.98,68.29,69.64,70.95,72.25,73.54,74.84,2050
Rwanda,"Water Services, Access, percent of population",Full water access in 2050,Water,1.73,SM,61.8,62.28,64.76,67.15,69.29,71.03,72.85,74.44,75.98,77.55,79.12,2050
Rwanda,"Water Services, Access, percent of population",doubling,Water,1.56,ALB,63.56,65.23,69.01,72.21,75.09,76.45,77.05,77.52,78.02,78.58,79.2,
Rwanda,"Water Services, Access, percent of population",doubling,Water,1.27,SM,61.06,60.54,62.72,65.06,67.22,68.82,69.97,70.83,71.71,72.66,73.71,
Rwanda,"Water Services, Access, percent of population",halving,Water,0.05,ALB,58.75,55.97,55.73,55.52,54.89,53.57,54.83,55.83,56.86,58.0,59.27,
Rwanda,"Water Services, Access, percent of population",halving,Water,0.72,SM,60.1,59.03,60.39,61.7,62.73,63.28,64.2,64.88,65.61,66.41,67.32,
Rwanda,"Water Services, Access, percent of population",quadrupling,Water,1.11,ALB,68.39,72.85,74.17,75.17,76.12,76.75,77.36,77.83,78.33,78.88,79.5,
Rwanda,"Water Services, Access, percent of population",quadrupling,Water,1.61,SM,62.0,62.2,65.24,68.3,70.57,72.67,74.04,74.99,75.94,76.97,78.06,
Rwanda,"Water Services, Access, percent of population",six-fold,Water,0.74,ALB,72.09,73.21,74.26,75.12,76.11,76.75,77.36,77.82,78.33,78.88,79.5,
Rwanda,"Water Services, Access, percent of population",six-fold,Water,1.83,SM,62.84,63.38,66.93,70.63,73.24,75.67,77.11,78.09,79.05,80.05,81.14,
Senegal,"Sanitation Services, Access, percent of population",Base,Sanitation,0.74,Base,56.07,56.69,57.59,58.23,58.97,60.2,61.09,61.5,62.04,62.67,63.43,
Senegal,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,4.01,ALB,59.85,63.95,68.04,72.1,76.15,80.17,84.18,88.16,92.13,96.07,100.0,2030
Senegal,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,3.99,SM,60.07,64.26,68.75,73.04,77.12,81.38,85.44,89.14,92.83,96.46,100.0,2030
Senegal,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,1.5,ALB,57.22,58.79,60.34,61.82,63.32,64.79,66.31,67.79,69.27,70.74,72.2,2050
Senegal,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,1.77,SM,57.5,59.14,61.2,63.11,64.83,66.98,69.0,70.43,71.99,73.57,75.23,2050
Senegal,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.61,ALB,56.07,74.54,57.54,75.33,59.02,76.38,61.1,77.02,62.01,77.65,72.15,
Senegal,"Sanitation Services, Access, percent of population",doubling,Sanitation,1.35,SM,57.83,59.93,62.17,64.16,66.17,68.41,69.11,69.55,70.09,70.66,71.32,
Senegal,"Sanitation Services, Access, percent of population",halving,Sanitation,0.12,ALB,55.02,54.45,54.12,53.51,52.99,52.76,53.58,54.08,54.72,55.38,56.19,
Senegal,"Sanitation Services, Access, percent of population",halving,Sanitation,0.24,SM,55.22,54.86,54.84,54.51,54.18,54.35,55.35,55.67,56.18,56.76,57.57,
Senegal,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,1.63,ALB,61.68,66.26,69.72,71.86,73.73,75.81,76.51,76.69,77.02,77.41,77.95,
Senegal,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,1.81,SM,60.81,65.15,68.96,72.07,74.92,77.16,77.67,77.86,78.15,78.47,78.87,
Senegal,"Sanitation Services, Access, percent of population",six-fold,Sanitation,1.35,ALB,64.59,69.54,72.68,75.07,75.76,76.38,76.78,77.02,77.32,77.65,78.05,
Senegal,"Sanitation Services, Access, percent of population",six-fold,Sanitation,1.55,SM,63.4,69.17,73.67,76.18,76.53,77.15,77.67,77.86,78.15,78.47,78.87,
Senegal,"Water Services, Access, percent of population",Base,Water,0.35,Base,83.62,84.01,84.44,84.72,85.01,85.53,85.98,86.18,86.43,86.75,87.09,
Senegal,"Water Services, Access, percent of population",Full water access in 2030,Water,1.49,ALB,85.14,86.7,88.26,89.78,91.3,92.8,94.27,95.74,97.17,98.6,100.0,2030
Senegal,"Water Services, Access, percent of population",Full water access in 2030,Water,1.47,SM,85.26,86.88,88.57,90.18,91.68,93.21,94.71,96.08,97.42,98.73,100.0,2030
Senegal,"Water Services, Access, percent of population",Full water access in 2050,Water,0.6,ALB,84.06,84.8,85.43,86.0,86.6,87.18,87.79,88.39,88.97,89.54,90.1,2050
Senegal,"Water Services, Access, percent of population",Full water access in 2050,Water,0.69,SM,84.31,85.0,85.81,86.56,87.21,87.96,88.74,89.32,89.93,90.55,91.17,2050
Senegal,"Water Services, Access, percent of population",doubling,Water,0.61,ALB,84.87,86.04,87.25,88.21,89.04,89.93,90.24,90.37,90.54,90.73,90.97,
Senegal,"Water Services, Access, percent of population",doubling,Water,0.57,SM,84.62,85.59,86.62,87.53,88.27,89.12,89.47,89.61,89.82,90.04,90.31,
Senegal,"Water Services, Access, percent of population",halving,Water,0.04,ALB,83.16,82.76,82.51,82.17,81.79,81.66,82.19,82.43,82.76,83.11,83.54,
Senegal,"Water Services, Access, percent of population",halving,Water,0.08,SM,83.31,83.09,83.05,82.83,82.56,82.48,82.96,83.16,83.44,83.76,84.14,
Senegal,"Water Services, Access, percent of population",quadrupling,Water,0.51,ALB,86.69,88.86,90.0,90.26,90.48,90.83,91.09,91.2,91.35,91.54,91.75,
Senegal,"Water Services, Access, percent of population",quadrupling,Water,0.6,SM,86.04,87.77,89.15,90.26,90.96,91.23,91.48,91.59,91.73,91.88,92.07,
Senegal,"Water Services, Access, percent of population",six-fold,Water,0.37,ALB,88.1,89.77,90.05,90.26,90.48,90.83,91.09,91.2,91.35,91.54,91.76,
Senegal,"Water Services, Access, percent of population",six-fold,Water,0.49,SM,87.16,89.15,90.63,90.83,90.97,91.23,91.47,91.59,91.73,91.88,92.08,
South Sudan,"Sanitation Services, Access, percent of population",Base,Sanitation,2.63,Base,16.0,16.51,19.1,23.18,27.57,31.94,34.29,36.16,38.49,40.77,42.27,
South Sudan,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,7.66,ALB,23.41,31.07,38.67,46.24,53.92,61.57,69.23,76.95,84.71,92.42,100.0,2030
South Sudan,"Sanitation Services, Access, percent of population",Full sanitation access in 2030,Sanitation,7.68,SM,23.19,30.88,39.41,48.58,57.96,66.93,74.32,81.22,87.87,94.15,100.0,2030
South Sudan,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,3.03,ALB,18.7,21.48,23.83,27.01,30.72,34.27,37.2,40.11,43.24,46.24,49.0,2050
South Sudan,"Sanitation Services, Access, percent of population",Full sanitation access in 2050,Sanitation,4.16,SM,18.31,21.12,24.75,29.53,35.3,41.35,45.35,49.03,52.98,56.79,59.86,2050
South Sudan,"Sanitation Services, Access, percent of population",doubling,Sanitation,3.68,ALB,16.0,56.08,19.12,59.35,27.71,56.27,34.18,64.24,38.08,66.35,52.85,
South Sudan,"Sanitation Services, Access, percent of population",doubling,Sanitation,3.15,SM,16.64,17.95,22.11,27.86,33.51,38.67,40.91,42.61,44.71,46.74,48.11,
South Sudan,"Sanitation Services, Access, percent of population",halving,Sanitation,1.85,ALB,15.38,15.28,17.16,20.26,23.12,25.38,27.2,28.75,30.68,32.56,33.86,
South Sudan,"Sanitation Services, Access, percent of population",halving,Sanitation,2.31,SM,15.65,15.75,17.55,20.71,24.29,28.04,30.39,32.35,34.8,37.23,38.77,
South Sudan,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,4.57,ALB,19.3,22.69,28.32,35.86,43.75,52.34,55.41,57.76,60.58,63.31,64.95,
South Sudan,"Sanitation Services, Access, percent of population",quadrupling,Sanitation,3.89,SM,17.86,20.63,27.4,35.66,42.76,48.6,50.75,52.19,53.94,55.59,56.77,
South Sudan,"Sanitation Services, Access, percent of population",six-fold,Sanitation,4.55,ALB,21.25,26.07,32.8,40.63,49.99,59.47,62.59,64.33,65.26,66.17,66.8,
South Sudan,"Sanitation Services, Access, percent of population",six-fold,Sanitation,4.37,SM,19.07,23.12,31.97,41.86,49.67,55.55,57.54,58.8,60.32,61.75,62.78,
South Sudan,"Water Services, Access, percent of population",Base,Water,3.22,Base,41.37,42.24,47.21,53.82,60.43,65.77,68.14,69.88,71.55,72.74,73.55,
South Sudan,"Water Services, Access, percent of population",Full water access in 2030,Water,5.36,ALB,46.39,51.82,56.91,62.06,67.42,72.84,78.34,83.78,89.25,94.68,100.0,2030
South Sudan,"Water Services, Access, percent of population",Full water access in 2030,Water,5.35,SM,46.48,52.37,60.58,68.77,76.01,81.86,86.11,89.98,93.58,96.88,100.0,2030
South Sudan,"Water Services, Access, percent of population",Full water access in 2050,Water,3.06,ALB,42.98,44.95,47.23,53.82,60.43,65.76,68.14,69.88,71.55,72.74,73.55,2050
South Sudan,"Water Services, Access, percent of population",Full water access in 2050,Water,3.5,SM,43.19,45.72,51.05,57.14,62.98,67.73,70.43,72.74,74.91,76.67,78.22,2050
South Sudan,"Water Services, Access, percent of population",doubling,Water,3.74,ALB,43.56,46.51,53.65,62.0,69.55,75.23,76.96,78.3,79.56,80.4,81.0,
South Sudan,"Water Services, Access, percent of population",doubling,Water,3.74,SM,42.65,44.8,51.16,59.09,66.84,73.02,75.16,76.74,78.26,79.33,80.03,
South Sudan,"Water Services, Access, percent of population",halving,Water,2.69,ALB,40.18,39.82,43.29,48.42,53.67,57.9,60.58,62.59,64.61,66.08,67.07,
